2020-10-16 09:44:21.673  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第98条,success,用时: 20秒;房间信息:Huya 23311018!36.62.240.61:4245
2020-10-16 09:44:22.791  INFO 27636 --- [pool-2-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第99条,success,用时: 21秒;房间信息:Huya 23218962!36.62.240.61:4245
2020-10-16 09:44:23.791  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第100条,success,用时: 20秒;房间信息:Huya 22314126!36.62.240.61:4245
2020-10-16 09:46:32.319 ERROR 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第86条,failure,用时:180秒;房间信息:Huya 18693418!36.62.240.61:4245
2020-10-16 09:46:59.550 ERROR 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第97条,failure,用时:180秒;房间信息:Huya 22670843!36.62.240.61:4245
2020-10-16 09:46:59.552  INFO 27636 --- [Thread-4] com.example.hostinfo.conf.Task           : 代理线程结束, 重新运行
2020-10-16 09:46:59.553  INFO 27636 --- [Thread-4] com.example.hostinfo.conf.Task           : 程序启动, 读取 Anchor 数据...
2020-10-16 09:46:59.997  INFO 27636 --- [Thread-4] com.example.hostinfo.conf.Task           : 读取到数据总共有100条
2020-10-16 09:46:59.997  INFO 27636 --- [Thread-4] com.example.hostinfo.conf.Task           : 创建代理进程1;
2020-10-16 09:46:59.997  INFO 27636 --- [pool-3-thread-1] com.example.hostinfo.conf.Task           : 创建线程池, 线程池最大并发数: 5
2020-10-16 09:47:13.454  INFO 27636 --- [pool-4-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第5条,success,用时: 12秒;房间信息:Huya 21948289!36.62.240.61:4245
2020-10-16 09:47:15.471  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第4条,success,用时: 14秒;房间信息:Huya 20073031!36.62.240.61:4245
2020-10-16 09:47:26.004  INFO 27636 --- [pool-4-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第3条,success,用时: 25秒;房间信息:Huya 18017183!36.62.240.61:4245
2020-10-16 09:47:38.267  INFO 27636 --- [pool-4-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第6条,success,用时: 24秒;房间信息:Huya 21362561!36.62.240.61:4245
2020-10-16 09:47:38.268  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第7条,success,用时: 22秒;房间信息:Huya 23402052!36.62.240.61:4245
2020-10-16 09:47:39.964  INFO 27636 --- [pool-4-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第1条,success,用时: 39秒;房间信息:Huya 23281741!36.62.240.61:4245
2020-10-16 09:47:40.965  INFO 27636 --- [pool-4-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第8条,success,用时: 14秒;房间信息:Huya 23281424!36.62.240.61:4245
2020-10-16 09:47:42.636  INFO 27636 --- [pool-4-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第2条,success,用时: 42秒;房间信息:Huya 18751830!36.62.240.61:4245
2020-10-16 09:48:01.271  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第10条,success,用时: 22秒;房间信息:Huya 19655272!36.62.240.61:4245
2020-10-16 09:48:03.840  INFO 27636 --- [pool-4-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第9条,success,用时: 25秒;房间信息:Huya 13482591!36.62.240.61:4245
2020-10-16 09:48:08.962  INFO 27636 --- [pool-4-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第12条,success,用时: 27秒;房间信息:Huya 21277228!36.62.240.61:4245
2020-10-16 09:48:09.967  INFO 27636 --- [pool-4-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第11条,success,用时: 29秒;房间信息:Huya 22178303!36.62.240.61:4245
2020-10-16 09:48:29.387  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第14条,success,用时: 27秒;房间信息:Huya 19329131!36.62.240.61:4245
2020-10-16 09:48:31.137  INFO 27636 --- [pool-4-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第15条,success,用时: 26秒;房间信息:Huya 23371764!36.62.240.61:4245
2020-10-16 09:48:31.347  INFO 27636 --- [pool-4-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第17条,success,用时: 21秒;房间信息:Huya 880225!36.62.240.61:4245
2020-10-16 09:48:34.967  INFO 27636 --- [pool-4-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第13条,success,用时: 52秒;房间信息:Huya 22726009!36.62.240.61:4245
2020-10-16 09:48:56.282  INFO 27636 --- [pool-4-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第21条,success,用时: 20秒;房间信息:Huya 17874181!36.62.240.61:4245
2020-10-16 09:48:56.964  INFO 27636 --- [pool-4-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第19条,success,用时: 25秒;房间信息:Huya 23038174!36.62.240.61:4245
2020-10-16 09:48:58.180  INFO 27636 --- [pool-4-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第20条,success,用时: 26秒;房间信息:Huya 16044184!36.62.240.61:4245
2020-10-16 09:48:59.797  INFO 27636 --- [pool-4-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第16条,success,用时: 50秒;房间信息:Huya 11827792!36.62.240.61:4245
2020-10-16 09:49:00.412  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第18条,success,用时: 30秒;房间信息:Huya 11784487!36.62.240.61:4245
2020-10-16 09:49:25.770  INFO 27636 --- [pool-4-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第24条,success,用时: 27秒;房间信息:Huya 22981423!36.62.240.61:4245
2020-10-16 09:49:26.862  INFO 27636 --- [pool-4-thread-4] com.example.hostinfo.conf.Task           : 代理进程:0,第26条,success,用时: 25秒;房间信息:Huya 23186721!36.62.240.61:4245
